TicketID,CreatedAt,CustomerID,Language,Channel,IssueCategory,Priority,Description,AgentName,AdvisorName,DeskName,ResponseTimeMinutes,ResolutionTimeMinutes,CSAT,Sentiment,SupportQuality,Outcome,Organization,RefundAmount,Notes,CallTranscript
CFA-2025-0227,5/9/2025 18:57,CUST-69160,Spanish,Chat,Website Bug,High,Error 500 en la página de posiciones.,S. Thompson,Kevin Zhang,Digital Platforms – Web,2,1176,4,Positive,Excellent,Resolved,Contoso Financial Advisors,24.47,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (S. Thompson): Estoy revisando los registros y la política de permisos de su cuenta. Agent (S. Thompson): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Kevin Zhang hará seguimiento durante 24 horas. Agent (S. Thompson): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0228,5/5/2025 8:21,CUST-76612,French,In-App,Transfer/ACH,Low,Virement ACH retardé ou non comptabilisé.,D. Johnson,Jean-Pierre Rousseau,Cash Operations,96,194,3,Neutral,Average,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (D. Johnson): Je consulte les journaux et la politique des autorisations de votre compte. Agent (D. Johnson): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Jean-Pierre Rousseau assurera un suivi pendant 24 heures. Agent (D. Johnson): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0229,5/21/2025 11:13,CUST-35686,English,Chat,Tax Document,High,1099 form not available or missing data.,A. Patel,Isabella Conti,Tax Center,4,,1,Positive,Poor,Unresolved,Contoso Financial Advisors,0,Escalated; awaiting specialist update.,"Agent (A. Patel): You're connected with Contoso Support. Customer: I'm missing my 1099 form. Agent (A. Patel): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0230,6/10/2025 7:20,CUST-58537,Spanish,Chat,Statement Error,Medium,El estado de cuenta muestra saldo/tarifas incorrectos.,A. Patel,Olivia Brooks,Client Reporting Desk,5,,3,Neutral,Average,Unresolved,Contoso Financial Advisors,0,Escalado; en espera de actualización del especialista.,"Cliente: Claro, puedo proporcionarlo. Agent (A. Patel): Estoy revisando los registros y la política de permisos de su cuenta. Agent (A. Patel): He escalado el caso al equipo especialista y creado una alerta en la cuenta. El asesor Olivia Brooks le actualizará antes de finalizar el día. Agent (A. Patel): Le mantendremos informado por su medio de contacto preferido. Puede referirse al número de ticket en cualquier respuesta."
CFA-2025-0231,7/3/2025 16:18,CUST-35192,French,Phone,Tax Document,Critical,Formulaire 1099 manquant ou incomplet.,R. Gupta,Chloé Mercier,Tax Center,6,802,4,Negative,Excellent,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (R. Gupta): Je consulte les journaux et la politique des autorisations de votre compte. Agent (R. Gupta): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Chloé Mercier assurera un suivi pendant 24 heures. Agent (R. Gupta): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0232,8/6/2025 9:55,CUST-50244,English,Email,Advisory Appointment,Low,Need to reschedule with advisor; calendar not syncing.,B. Kim,Tomás Herrera,Advisory Services – Scheduling,99,,1,Negative,Poor,Unresolved,Contoso Financial Advisors,22.98,Escalated; awaiting specialist update.,"Agent (B. Kim): Thanks for contacting Contoso Support. Customer: I need to reschedule with my advisor. Agent (B. Kim): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0233,6/2/2025 18:01,CUST-41849,Spanish,Chat,Mobile App Bug,Low,La app se cierra al ver el portafolio.,D. Johnson,Louise Garnier,Digital Platforms – Mobile,5,824,4,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (D. Johnson): Estoy revisando los registros y la política de permisos de su cuenta. Agent (D. Johnson): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Louise Garnier hará seguimiento durante 24 horas. Agent (D. Johnson): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0234,4/16/2025 10:55,CUST-50005,French,In-App,KYC/Onboarding,Critical,Documents de vérification refusés à plusieurs reprises.,E. Martinez,Camille Moreau,KYC Operations,95,,2,Negative,Poor,Unresolved,Contoso Financial Advisors,0,Escaladé ; en attente de la mise à jour du spécialiste.,"Client : Oui, je peux fournir ces informations. Agent (E. Martinez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (E. Martinez): J'ai transmis le dossier à l'équipe spécialisée et placé une alerte sur le compte. Le conseiller Camille Moreau vous tiendra informé d'ici la fin de la journée. Agent (E. Martinez): Nous vous tiendrons informé via votre moyen de contact préféré. Vous pouvez mentionner le numéro de ticket dans toute réponse."
CFA-2025-0235,5/25/2025 14:10,CUST-12877,English,Chat,KYC/Onboarding,Low,Client verification documents rejected repeatedly.,B. Kim,Maya Chen,KYC Operations,3,578,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (B. Kim): You're connected with Contoso Support. Customer: My ID keeps getting rejected. Agent (B. Kim): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0236,5/10/2025 16:19,CUST-46943,Spanish,Email,KYC/Onboarding,Low,Los documentos de verificación fueron rechazados repetidamente.,D. Johnson,Maya Chen,KYC Operations,123,578,3,Positive,Average,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (D. Johnson): Estoy revisando los registros y la política de permisos de su cuenta. Agent (D. Johnson): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Maya Chen hará seguimiento durante 24 horas. Agent (D. Johnson): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0237,6/5/2025 10:35,CUST-36541,French,Email,Regulatory Disclosure,High,Lien vers l'ADV Partie 2A manquant dans le portail.,B. Kim,Aurélie Petit,Compliance Desk,63,633,4,Negative,Excellent,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (B. Kim): Je consulte les journaux et la politique des autorisations de votre compte. Agent (B. Kim): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Aurélie Petit assurera un suivi pendant 24 heures. Agent (B. Kim): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0238,8/2/2025 16:57,CUST-32567,English,Chat,Trade Execution,Medium,Trade failed during market hours; order stuck in pending.,J. Chen,Alex Rivera,Trading Desk – Equities,6,,2,Negative,Poor,Unresolved,Contoso Financial Advisors,233.36,Escalated; awaiting specialist update.,"Agent (J. Chen): You're connected with Contoso Support. Customer: My order stayed pending and missed the fill. Agent (J. Chen): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0239,7/20/2025 19:03,CUST-42180,Spanish,In-App,Account Access,High,No puedo iniciar sesión; la MFA no funciona.,M. Rodriguez,Claire Dupont,Client Access Support,52,192,4,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (M. Rodriguez): Estoy revisando los registros y la política de permisos de su cuenta. Agent (M. Rodriguez): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Claire Dupont hará seguimiento durante 24 horas. Agent (M. Rodriguez): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0240,8/8/2025 18:21,CUST-47159,French,Phone,Trade Execution,Low,Ordre échoué pendant les heures de marché ; bloqué en attente.,A. Patel,Marc Dubois,Trading Desk – Equities,10,158,5,Neutral,Excellent,Resolved,Contoso Financial Advisors,125.22,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (A. Patel): Je consulte les journaux et la politique des autorisations de votre compte. Agent (A. Patel): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Marc Dubois assurera un suivi pendant 24 heures. Agent (A. Patel): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0241,5/23/2025 12:52,CUST-56945,English,Branch,Fraud Alert,Medium,Unrecognized transaction triggered fraud hold.,L. Nguyen,Amélie Bernard,Fraud Operations,14,,2,Neutral,Poor,Unresolved,Contoso Financial Advisors,0,Escalated; awaiting specialist update.,"Agent (L. Nguyen): Welcome to Contoso. Let's review your request. Customer: I see a fraud alert for something I didn't do. Agent (L. Nguyen): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0242,5/15/2025 11:53,CUST-22318,Spanish,Chat,Advisory Appointment,Low,Necesito reprogramar con mi asesor; calendario no sincroniza.,M. Rodriguez,Tomás Herrera,Advisory Services – Scheduling,4,97,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (M. Rodriguez): Estoy revisando los registros y la política de permisos de su cuenta. Agent (M. Rodriguez): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Tomás Herrera hará seguimiento durante 24 horas. Agent (M. Rodriguez): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0243,4/19/2025 7:59,CUST-13317,French,Phone,KYC/Onboarding,High,Documents de vérification refusés à plusieurs reprises.,B. Kim,Camille Moreau,KYC Operations,11,628,3,Neutral,Average,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (B. Kim): Je consulte les journaux et la politique des autorisations de votre compte. Agent (B. Kim): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Camille Moreau assurera un suivi pendant 24 heures. Agent (B. Kim): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0244,5/28/2025 15:52,CUST-74657,English,Chat,Fraud Alert,Critical,Unrecognized transaction triggered fraud hold.,E. Martinez,Rohan Mehta,Fraud Operations,6,372,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (E. Martinez): You're connected with Contoso Support. Customer: I see a fraud alert for something I didn't do. Agent (E. Martinez): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0245,5/6/2025 10:24,CUST-59424,Spanish,In-App,Account Access,Medium,No puedo iniciar sesión; la MFA no funciona.,L. Nguyen,Pablo Navarro,Client Access Support,68,,1,Neutral,Poor,Unresolved,Contoso Financial Advisors,0,Escalado; en espera de actualización del especialista.,"Cliente: Claro, puedo proporcionarlo. Agent (L. Nguyen): Estoy revisando los registros y la política de permisos de su cuenta. Agent (L. Nguyen): He escalado el caso al equipo especialista y creado una alerta en la cuenta. El asesor Pablo Navarro le actualizará antes de finalizar el día. Agent (L. Nguyen): Le mantendremos informado por su medio de contacto preferido. Puede referirse al número de ticket en cualquier respuesta."
CFA-2025-0246,9/8/2025 8:02,CUST-92757,French,Chat,Tax Document,Low,Formulaire 1099 manquant ou incomplet.,R. Gupta,Chloé Mercier,Tax Center,3,395,5,Negative,Excellent,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (R. Gupta): Je consulte les journaux et la politique des autorisations de votre compte. Agent (R. Gupta): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Chloé Mercier assurera un suivi pendant 24 heures. Agent (R. Gupta): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0247,6/24/2025 16:19,CUST-46591,English,In-App,Fee Inquiry,High,Question about advisory fees and breakpoints.,M. Rodriguez,Ava Thompson,Billing Operations,41,150,2,Positive,Poor,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (M. Rodriguez): We received your in-app message. Customer: Were these advisory fees calculated correctly? Agent (M. Rodriguez): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0248,5/4/2025 9:21,CUST-50331,Spanish,Phone,Mobile App Bug,High,La app se cierra al ver el portafolio.,C. Williams,Louise Garnier,Digital Platforms – Mobile,7,,1,Negative,Poor,Unresolved,Contoso Financial Advisors,34.94,Escalado; en espera de actualización del especialista.,"Cliente: Claro, puedo proporcionarlo. Agent (C. Williams): Estoy revisando los registros y la política de permisos de su cuenta. Agent (C. Williams): He escalado el caso al equipo especialista y creado una alerta en la cuenta. El asesor Louise Garnier le actualizará antes de finalizar el día. Agent (C. Williams): Le mantendremos informado por su medio de contacto preferido. Puede referirse al número de ticket en cualquier respuesta."
CFA-2025-0249,5/11/2025 13:08,CUST-30376,French,Phone,KYC/Onboarding,Medium,Documents de vérification refusés à plusieurs reprises.,M. Rodriguez,Diego Alvarez,KYC Operations,4,1283,3,Neutral,Average,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (M. Rodriguez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (M. Rodriguez): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Diego Alvarez assurera un suivi pendant 24 heures. Agent (M. Rodriguez): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0250,6/20/2025 11:17,CUST-80631,English,Chat,Fraud Alert,Low,Unrecognized transaction triggered fraud hold.,J. Chen,Rohan Mehta,Fraud Operations,3,,2,Neutral,Poor,Unresolved,Contoso Financial Advisors,24.45,Escalated; awaiting specialist update.,"Agent (J. Chen): You're connected with Contoso Support. Customer: I see a fraud alert for something I didn't do. Agent (J. Chen): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0251,5/25/2025 17:45,CUST-98118,Spanish,Chat,Website Bug,High,Error 500 en la página de posiciones.,R. Gupta,Kevin Zhang,Digital Platforms – Web,5,1150,5,Positive,Excellent,Resolved,Contoso Financial Advisors,44.32,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (R. Gupta): Estoy revisando los registros y la política de permisos de su cuenta. Agent (R. Gupta): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Kevin Zhang hará seguimiento durante 24 horas. Agent (R. Gupta): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0252,5/25/2025 15:04,CUST-80001,French,In-App,Regulatory Disclosure,Low,Lien vers l'ADV Partie 2A manquant dans le portail.,M. Rodriguez,Helena Fischer,Compliance Desk,60,255,2,Positive,Poor,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (M. Rodriguez): Je consulte les journaux et la politique des autorisations de votre compte. Agent (M. Rodriguez): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Helena Fischer assurera un suivi pendant 24 heures. Agent (M. Rodriguez): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0253,6/12/2025 14:24,CUST-44794,English,Chat,Account Access,Critical,Unable to log in; MFA not working.,J. Chen,Grace Lee,Client Access Support,4,404,2,Neutral,Poor,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (J. Chen): You're connected with Contoso Support. Customer: I can't log in; the code never arrives. Agent (J. Chen): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0254,5/20/2025 12:55,CUST-94411,Spanish,Email,Account Access,Medium,No puedo iniciar sesión; la MFA no funciona.,S. Thompson,Grace Lee,Client Access Support,52,312,5,Neutral,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (S. Thompson): Estoy revisando los registros y la política de permisos de su cuenta. Agent (S. Thompson): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Grace Lee hará seguimiento durante 24 horas. Agent (S. Thompson): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0255,4/18/2025 8:00,CUST-41406,French,Phone,Trade Execution,High,Ordre échoué pendant les heures de marché ; bloqué en attente.,D. Johnson,Alex Rivera,Trading Desk – Equities,5,,1,Negative,Poor,Unresolved,Contoso Financial Advisors,217.79,Escaladé ; en attente de la mise à jour du spécialiste.,"Client : Oui, je peux fournir ces informations. Agent (D. Johnson): Je consulte les journaux et la politique des autorisations de votre compte. Agent (D. Johnson): J'ai transmis le dossier à l'équipe spécialisée et placé une alerte sur le compte. Le conseiller Alex Rivera vous tiendra informé d'ici la fin de la journée. Agent (D. Johnson): Nous vous tiendrons informé via votre moyen de contact préféré. Vous pouvez mentionner le numéro de ticket dans toute réponse."
CFA-2025-0256,8/10/2025 15:05,CUST-98220,English,Phone,KYC/Onboarding,Medium,Client verification documents rejected repeatedly.,E. Martinez,Diego Alvarez,KYC Operations,2,934,4,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (E. Martinez): Thank you for calling Contoso Financial Advisors. Customer: My ID keeps getting rejected. Agent (E. Martinez): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0257,6/1/2025 10:01,CUST-13181,Spanish,Chat,Transfer/ACH,Medium,La transferencia ACH se retrasó o no se registró.,J. Chen,Jean-Pierre Rousseau,Cash Operations,3,468,4,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (J. Chen): Estoy revisando los registros y la política de permisos de su cuenta. Agent (J. Chen): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Jean-Pierre Rousseau hará seguimiento durante 24 horas. Agent (J. Chen): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0258,7/5/2025 12:38,CUST-53818,French,Phone,Fraud Alert,Low,Opération non reconnue ayant déclenché une alerte fraude.,C. Williams,Amélie Bernard,Fraud Operations,3,,1,Neutral,Poor,Unresolved,Contoso Financial Advisors,17.57,Escaladé ; en attente de la mise à jour du spécialiste.,"Client : Oui, je peux fournir ces informations. Agent (C. Williams): Je consulte les journaux et la politique des autorisations de votre compte. Agent (C. Williams): J'ai transmis le dossier à l'équipe spécialisée et placé une alerte sur le compte. Le conseiller Amélie Bernard vous tiendra informé d'ici la fin de la journée. Agent (C. Williams): Nous vous tiendrons informé via votre moyen de contact préféré. Vous pouvez mentionner le numéro de ticket dans toute réponse."
CFA-2025-0259,6/17/2025 13:59,CUST-30155,English,Chat,Advisory Appointment,Low,Need to reschedule with advisor; calendar not syncing.,M. Rodriguez,Nadia Ben Ali,Advisory Services – Scheduling,4,29,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (M. Rodriguez): You're connected with Contoso Support. Customer: I need to reschedule with my advisor. Agent (M. Rodriguez): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0260,7/16/2025 16:52,CUST-55877,Spanish,Chat,Statement Error,Medium,El estado de cuenta muestra saldo/tarifas incorrectos.,D. Johnson,Ethan Park,Client Reporting Desk,1,544,4,Negative,Excellent,Resolved,Contoso Financial Advisors,10.19,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (D. Johnson): Estoy revisando los registros y la política de permisos de su cuenta. Agent (D. Johnson): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Ethan Park hará seguimiento durante 24 horas. Agent (D. Johnson): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0261,7/9/2025 12:32,CUST-45719,French,Phone,Account Access,Low,Impossible de se connecter ; MFA ne fonctionne pas.,J. Chen,Pablo Navarro,Client Access Support,2,44,5,Positive,Excellent,Resolved,Contoso Financial Advisors,11.84,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (J. Chen): Je consulte les journaux et la politique des autorisations de votre compte. Agent (J. Chen): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Pablo Navarro assurera un suivi pendant 24 heures. Agent (J. Chen): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0262,5/22/2025 16:49,CUST-58364,English,Phone,Trade Execution,Medium,Trade failed during market hours; order stuck in pending.,A. Patel,Marc Dubois,Trading Desk – Equities,2,,1,Negative,Poor,Unresolved,Contoso Financial Advisors,102.23,Escalated; awaiting specialist update.,"Agent (A. Patel): Thank you for calling Contoso Financial Advisors. Customer: My order stayed pending and missed the fill. Agent (A. Patel): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0263,6/25/2025 16:17,CUST-62683,Spanish,Phone,Trade Execution,Low,La orden falló en horario de mercado; quedó en pendiente.,L. Nguyen,Marc Dubois,Trading Desk – Equities,8,184,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (L. Nguyen): Estoy revisando los registros y la política de permisos de su cuenta. Agent (L. Nguyen): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Marc Dubois hará seguimiento durante 24 horas. Agent (L. Nguyen): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0264,5/6/2025 15:52,CUST-16925,French,Phone,Mobile App Bug,Low,L'application plante sur la vue portefeuille.,S. Thompson,Yuki Tanaka,Digital Platforms – Mobile,6,883,5,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (S. Thompson): Je consulte les journaux et la politique des autorisations de votre compte. Agent (S. Thompson): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Yuki Tanaka assurera un suivi pendant 24 heures. Agent (S. Thompson): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0265,7/16/2025 9:37,CUST-19317,English,Phone,Advisory Appointment,Critical,Need to reschedule with advisor; calendar not syncing.,A. Patel,Nadia Ben Ali,Advisory Services – Scheduling,8,122,5,Neutral,Excellent,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (A. Patel): Thank you for calling Contoso Financial Advisors. Customer: I need to reschedule with my advisor. Agent (A. Patel): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0266,5/25/2025 14:09,CUST-59265,Spanish,Phone,Regulatory Disclosure,Low,Falta el enlace al documento ADV Parte 2A.,M. Rodriguez,Helena Fischer,Compliance Desk,5,194,4,Positive,Excellent,Resolved,Contoso Financial Advisors,0,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (M. Rodriguez): Estoy revisando los registros y la política de permisos de su cuenta. Agent (M. Rodriguez): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Helena Fischer hará seguimiento durante 24 horas. Agent (M. Rodriguez): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0267,5/9/2025 9:00,CUST-59532,French,Chat,Transfer/ACH,Medium,Virement ACH retardé ou non comptabilisé.,L. Nguyen,Liam O'Connor,Cash Operations,1,222,4,Positive,Excellent,Resolved,Contoso Financial Advisors,62.32,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (L. Nguyen): Je consulte les journaux et la politique des autorisations de votre compte. Agent (L. Nguyen): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Liam O'Connor assurera un suivi pendant 24 heures. Agent (L. Nguyen): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0268,7/29/2025 16:30,CUST-14351,English,Branch,Advisory Appointment,Medium,Need to reschedule with advisor; calendar not syncing.,M. Rodriguez,Caroline Foster,Advisory Services – Scheduling,33,97,3,Positive,Average,Resolved,Contoso Financial Advisors,0,Resolved; follow-up scheduled.,"Agent (M. Rodriguez): Welcome to Contoso. Let's review your request. Customer: I need to reschedule with my advisor. Agent (M. Rodriguez): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0269,8/26/2025 12:26,CUST-49027,Spanish,Phone,Trade Execution,High,La orden falló en horario de mercado; quedó en pendiente.,C. Williams,Marc Dubois,Trading Desk – Equities,4,225,4,Neutral,Excellent,Resolved,Contoso Financial Advisors,38.44,Resuelto; seguimiento programado.,"Cliente: Claro, puedo proporcionarlo. Agent (C. Williams): Estoy revisando los registros y la política de permisos de su cuenta. Agent (C. Williams): He aplicado una solución y validado el resultado. Recibirá un correo con detalles, y su asesor/a Marc Dubois hará seguimiento durante 24 horas. Agent (C. Williams): ¿Hay algo más en lo que pueda ayudarle hoy? También recibirá una encuesta—su opinión nos ayuda mucho."
CFA-2025-0270,6/6/2025 13:34,CUST-21982,French,Branch,Fee Inquiry,Medium,Question sur les frais de conseil et paliers.,S. Thompson,Hugo Martin,Billing Operations,17,149,4,Neutral,Excellent,Resolved,Contoso Financial Advisors,57.1,Résolu ; suivi planifié.,"Client : Oui, je peux fournir ces informations. Agent (S. Thompson): Je consulte les journaux et la politique des autorisations de votre compte. Agent (S. Thompson): J'ai appliqué un correctif et validé le résultat. Vous recevrez un e-mail détaillé, et votre conseiller/ère Hugo Martin assurera un suivi pendant 24 heures. Agent (S. Thompson): Puis-je vous aider avec autre chose aujourd'hui ? Vous recevrez aussi un sondage—votre avis nous aide beaucoup."
CFA-2025-0271,8/19/2025 13:28,CUST-58186,English,Email,Trade Execution,Low,Trade failed during market hours; order stuck in pending.,S. Thompson,Marc Dubois,Trading Desk – Equities,205,158,3,Negative,Average,Resolved,Contoso Financial Advisors,37.66,Resolved; follow-up scheduled.,"Agent (S. Thompson): Thanks for contacting Contoso Support. Customer: My order stayed pending and missed the fill. Agent (S. Thompson): Could you share the exact time it occurred and any error message? Customer: Sure, I can provide that. "
CFA-2025-0272,4/24/2025 9:59,CUST-54546,Spanish,In-App,Advisory Appointment,Low,Necesito reprogramar con mi asesor; calendario no sincroniza.,A. Patel,Tomás Herrera,Advisory Services – Scheduling,69,,1,Negative,Poor,Unresolved,Contoso Financial Advisors,64.18,Escalado; en espera de actualización del especialista.,"Cliente: Claro, puedo proporcionarlo. Agent (A. Patel): Estoy revisando los registros y la política de permisos de su cuenta. Agent (A. Patel): He escalado el caso al equipo especialista y creado una alerta en la cuenta. El asesor Tomás Herrera le actualizará antes de finalizar el día. Agent (A. Patel): Le mantendremos informado por su medio de contacto preferido. Puede referirse al número de ticket en cualquier respuesta."
